No_,No_ 2,Description,Search Description,Description 2,Base Unit of Measure,Price Unit Conversion,Type,Inventory Posting Group,Shelf No_,Item Disc_ Group,Allow Invoice Disc_,Statistics Group,Commission Group,Unit Price,Price_Profit Calculation,Profit _,Costing Method,Unit Cost,Standard Cost,Quoted Price(INR),Quoted Price(FCY),Quoted Currency,Standard Cost_,Production BOM No_
138872,,"RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS","RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS",,EA,120,0,RM,S006,D654,1,G1,C1,288,338,50,UC,2922,2936,56,28,INR,92,1000456-SMT
108259,,"RoHS,Security Tape","RoHS,Security Tape",,EA,120,0,RM,S008,D654,1,G1,C1,624,674,50,UC,3191,3113,27,7,USD,90,1000456-SMT
108259,,"RoHS CARTON,SINGLE OUTPUT  PSU","RoHS CARTON,SINGLE OUTPUT  PSU",,EA,120,0,RM,S005,D666,1,G1,C1,502,552,50,UC,3279,3289,30,18,USD,75,1000457-SMT
135506,,"RoHS,DRAM-1","RoHS,DRAM-2",,EA,120,0,PM,S003,D654,1,G1,C1,600,650,50,UC,2591,2999,47,51,INR,82,1000456-SMT
145340,,OTCT-325*193*227MM-200PCS SODIMM-Y,OTCT-325*193*227MM-200PCS SODIMM-Y,,EA,120,0,CN,S007,D655,1,G1,C1,650,700,50,UC,3612,3608,39,35,INR,82,1000457-SMT
114717,,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/","RoHSLabel, 3.5 X 1 inch blank (outer box labels/",,EA,120,0,CN,S008,D655,1,G1,C1,747,797,50,UC,2548,2548,32,58,INR,88,1000456-SMT
105581,,"RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS","RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS",,EA,120,0,PM,S002,D654,1,G1,C1,475,525,50,UC,2558,2948,28,2,USD,81,
145424,,OTCT-325*193*227MM-200PCS SODIMM-Y,OTCT-325*193*227MM-200PCS SODIMM-Y,,EA,120,0,CN,S010,D666,1,G1,C1,328,378,50,UC,3204,3207,59,34,INR,89,1000456-SMT
119852,,"RoHS CARTON,SINGLE OUTPUT  PSU","RoHS CARTON,SINGLE OUTPUT  PSU",,EA,120,0,CN,S005,D655,1,G1,C1,719,769,50,UC,3690,3692,6,41,USD,83,
119852,,OTCT-486*377*309MM-500PCS DIMM-Y,OTCT-486*377*309MM-500PCS DIMM-Y,,EA,120,0,PM,S003,D667,1,G1,C1,709,759,50,UC,3937,3537,29,34,USD,88,
123546,,"RoHS,SCM1G8Z41CD8SA-062E",INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,,EA,120,0,PM,S006,D654,1,G1,C1,283,333,50,UC,3928,3900,12,1,INR,94,1000456-SMT
1000457,,"RoHS,DRAM-1","RoHS,DRAM-2",,EA,120,0,RM,S001,D655,1,G1,C1,295,345,50,UC,3234,3234,46,41,USD,94,1000456-SMT
122829,,"ROHS,Attention Tape","ROHS,Attention Tape",,EA,120,0,RM,S007,D668,1,G1,C1,509,559,50,UC,3312,3187,2,34,INR,81,1000457-SMT
119852,,"RoHS,Label, 5 X 2 inch blank","RoHS,Label, 5 X 2 inch blank",,EA,120,0,CN,S006,D655,1,G1,C1,292,342,50,UC,3388,3385,37,28,USD,83,
119852,,"RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS","RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS",,EA,120,0,CN,S009,D655,1,G1,C1,721,771,50,UC,2809,2809,3,29,INR,83,1000457-SMT
EII-CNS-OT-0007,,"RoHS,SCM1G8Z41CD8SA-062E","RoHS,SCM1G8Z41CD8SA-062E",,EA,120,0,PM,S008,D655,1,G1,C1,576,626,50,UC,2736,2736,54,48,USD,86,
108259,,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/","RoHSLabel, 3.5 X 1 inch blank (outer box labels/",,EA,120,0,PM,S010,D667,1,G1,C1,301,351,50,UC,3823,3842,5,14,INR,88,1000457-SMT
EII-CNS-OT-0025,,"RoHS PCB BOARD, IQ CONTROLLER","RoHS PCB BOARD, IQ CONTROLLER",,EA,120,0,CN,S002,D654,1,G1,C1,717,767,50,UC,3935,3513,13,48,INR,100,1000457-SMT
102565,,"ROHS,Attention Tape","ROHS,Attention Tape",,EA,120,0,PM,S001,D666,1,G1,C1,451,501,50,UC,2806,2808,52,37,INR,85,1000456-SMT
119852,,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,,EA,120,0,CN,S006,D667,1,G1,C1,324,374,50,UC,3368,3365,39,42,INR,91,1000456-SMT
108259,,"RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS","RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS",,EA,120,0,CN,S007,D655,1,G1,C1,594,644,50,UC,2775,2795,48,59,INR,98,
133133,,"RoHS,Label, 4X6 inch","RoHS,Label, 4X6 inch",,EA,120,0,CN,S008,D666,1,G1,C1,657,707,50,UC,3718,3060,58,40,USD,99,1000457-SMT
138872,,STATIC SHIELDED BAGS OF SIZE 280x220,STATIC SHIELDED BAGS OF SIZE 280x221,,EA,120,0,PM,S002,D667,1,G1,C1,260,310,50,UC,3979,3591,36,43,INR,75,
119852,,"RoHS,DRAM-1","RoHS,DRAM-2",,EA,120,0,CN,S010,D655,1,G1,C1,551,601,50,UC,3917,3916,37,55,USD,98,
125880,,"RoHS,SCM1G8Z41CD8SA-062E","RoHS,SCM1G8Z41CD8SA-062E",,EA,120,0,RM,S005,D667,1,G1,C1,519,569,50,UC,2517,2661,18,29,USD,80,1000457-SMT
139272,,"RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS","RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS",,EA,120,0,CN,S005,D666,1,G1,C1,411,461,50,UC,3795,3872,4,37,USD,96,1000457-SMT
131536,,FUJI-FILTER 02,FUJI-FILTER 03,,EA,120,0,RM,S009,D655,1,G1,C1,531,581,50,UC,3585,3515,50,17,USD,84,1000456-SMT
108912,,_RARE_,_RARE_,,EA,120,0,RM,S008,D668,1,G1,C1,270,320,50,UC,3902,3966,34,7,INR,84,1000456-SMT
108259,,_RARE_,_RARE_,,EA,120,0,PM,S003,D668,1,G1,C1,694,744,50,UC,2597,2599,47,27,USD,93,
138531,,"RoHS,Label, 4X6 inch","RoHS,Label, 4X6 inch",,EA,120,0,PM,S010,D655,1,G1,C1,548,598,50,UC,3778,3870,13,33,USD,85,1000456-SMT
119852,,STATIC SHIELDED BAGS OF SIZE 280x220,STATIC SHIELDED BAGS OF SIZE 280x221,,EA,120,0,CN,S004,D667,1,G1,C1,556,606,50,UC,2583,2583,59,38,INR,77,
147451,,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,,EA,120,0,CN,S001,D655,1,G1,C1,381,431,50,UC,3621,3624,34,18,INR,87,
113854,,"RoHS PCB BOARD, IQ CONTROLLER","RoHS PCB BOARD, IQ CONTROLLER",,EA,120,0,RM,S001,D655,1,G1,C1,502,552,50,UC,3361,3364,58,13,INR,75,1000456-SMT
114717,,"RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS","RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS",,EA,120,0,PM,S010,D668,1,G1,C1,677,727,50,UC,2583,2576,55,15,INR,84,
118129,,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/","RoHSLabel, 3.5 X 1 inch blank (outer box labels/",,EA,120,0,RM,S004,D654,1,G1,C1,546,596,50,UC,2382,2709,44,26,INR,84,
149658,,"RoHS,Label, 5 X 2 inch blank","RoHS,Label, 5 X 2 inch blank",,EA,120,0,CN,S002,D667,1,G1,C1,350,400,50,UC,3297,3299,49,12,INR,92,
119852,,"RoHS CARTON,SINGLE OUTPUT  PSU","RoHS CARTON,SINGLE OUTPUT  PSU",,EA,120,0,RM,S007,D668,1,G1,C1,530,580,50,UC,3525,3048,58,36,USD,94,
119852,,"RoHS CARTON,SINGLE OUTPUT  PSU","RoHS CARTON,SINGLE OUTPUT  PSU",,EA,120,0,CN,S002,D654,1,G1,C1,485,535,50,UC,3121,3427,3,16,USD,91,1000456-SMT
111742,,FUJI-FILTER 02,FUJI-FILTER 03,,EA,120,0,PM,S006,D668,1,G1,C1,701,751,50,UC,2691,2699,53,44,USD,98,1000457-SMT
EII-CNS-OT-0025,,"ROHS,Attention Tape","ROHS,Attention Tape",,EA,120,0,RM,S003,D668,1,G1,C1,662,712,50,UC,2736,2736,21,48,USD,87,
135506,,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,,EA,120,0,CN,S010,D667,1,G1,C1,367,417,50,UC,2614,2624,22,18,INR,88,1000457-SMT
137963,,"RoHS PCB BOARD, IQ CONTROLLER","RoHS PCB BOARD, IQ CONTROLLER",,EA,120,0,PM,S007,D667,1,G1,C1,746,796,50,UC,3818,3800,36,56,USD,87,1000457-SMT
145340,,STATIC SHIELDED BAGS OF SIZE 280x220,STATIC SHIELDED BAGS OF SIZE 280x221,,EA,120,0,PM,S007,D654,1,G1,C1,394,444,50,UC,3740,3740,24,9,USD,91,1000456-SMT
108259,,"RoHS CARTON,SINGLE OUTPUT  PSU","RoHS CARTON,SINGLE OUTPUT  PSU",,EA,120,0,PM,S004,D655,1,G1,C1,666,716,50,UC,3192,3192,59,20,INR,92,1000457-SMT
102565,,FUJI-FILTER 02,FUJI-FILTER 03,,EA,120,0,CN,S001,D666,1,G1,C1,542,592,50,UC,2764,2719,47,41,USD,100,1000457-SMT
149244,,"RoHS,Label, 5 X 2 inch blank","RoHS,Label, 5 X 2 inch blank",,EA,120,0,CN,S006,D666,1,G1,C1,310,360,50,UC,2860,2838,20,2,INR,78,1000456-SMT
118578,,"RoHS,Label, 4X6 inch","RoHS,Label, 4X6 inch",,EA,120,0,CN,S002,D668,1,G1,C1,324,374,50,UC,2985,2995,23,42,INR,93,1000457-SMT
119852,,FUJI-FILTER 02,FUJI-FILTER 03,,EA,120,0,PM,S010,D668,1,G1,C1,558,608,50,UC,3068,3708,17,25,INR,90,
138872,,OTCT-325*193*227MM-200PCS SODIMM-Y,OTCT-325*193*227MM-200PCS SODIMM-Y,,EA,120,0,CN,S002,D654,1,G1,C1,551,601,50,UC,3905,3908,42,1,USD,82,1000456-SMT
119852,,"RoHS,Label, 5 X 2 inch blank","RoHS,Label, 5 X 2 inch blank",,EA,120,0,PM,S007,D654,1,G1,C1,603,653,50,UC,3137,3114,20,58,USD,94,
111071,,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,,EA,120,0,CN,S010,D667,1,G1,C1,453,503,50,UC,3950,3955,16,47,INR,86,
108259,,OTCT-486*377*309MM-500PCS DIMM-Y,OTCT-486*377*309MM-500PCS DIMM-Y,,EA,120,0,RM,S003,D668,1,G1,C1,429,479,50,UC,3155,3155,57,51,INR,82,
119852,,"RoHS,Security Tape","RoHS,Security Tape",,EA,120,0,PM,S008,D655,1,G1,C1,633,683,50,UC,3764,3017,50,32,USD,93,1000457-SMT
114717,,"RoHS,Label, 4X6 inch","RoHS,Label, 4X6 inch",,EA,120,0,CN,S009,D655,1,G1,C1,673,723,50,UC,3719,2485,42,10,USD,95,1000457-SMT
135722,,OTCT-486*377*309MM-500PCS DIMM-Y,OTCT-486*377*309MM-500PCS DIMM-Y,,EA,120,0,CN,S005,D666,1,G1,C1,486,536,50,UC,3504,3503,30,18,INR,90,1000456-SMT
108259,,"RoHS,Label, 5 X 2 inch blank","RoHS,Label, 5 X 2 inch blank",,EA,120,0,RM,S010,D654,1,G1,C1,721,771,50,UC,2553,2946,16,14,USD,88,
114717,,"RoHS,Label, 4X6 inch","RoHS,Label, 4X6 inch",,EA,120,0,RM,S001,D667,1,G1,C1,488,538,50,UC,3192,3192,24,31,USD,75,1000456-SMT
112048,,"RoHS,Label, 5 X 2 inch blank","RoHS,Label, 5 X 2 inch blank",,EA,120,0,CN,S010,D654,1,G1,C1,574,624,50,UC,3310,3310,52,10,USD,92,1000456-SMT
111742,,OTCT-325*193*227MM-200PCS SODIMM-Y,OTCT-325*193*227MM-200PCS SODIMM-Y,,EA,120,0,RM,S002,D655,1,G1,C1,547,597,50,UC,3516,3502,47,34,USD,80,1000456-SMT
112048,,OTCT-486*377*309MM-500PCS DIMM-Y,OTCT-486*377*309MM-500PCS DIMM-Y,,EA,120,0,RM,S010,D667,1,G1,C1,330,380,50,UC,3657,3657,21,57,USD,78,
145340,,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/","RoHSLabel, 3.5 X 1 inch blank (outer box labels/",,EA,120,0,RM,S008,D667,1,G1,C1,428,478,50,UC,3434,3431,25,34,INR,98,
102671,,"RoHS,Label, 4X6 inch","RoHS,Label, 4X6 inch",,EA,120,0,CN,S004,D654,1,G1,C1,372,422,50,UC,2758,2858,16,40,INR,99,
119852,,_RARE_,_RARE_,,EA,120,0,CN,S005,D667,1,G1,C1,275,325,50,UC,2914,2907,14,46,INR,99,
119852,,"RoHS,DRAM-1","RoHS,DRAM-2",,EA,120,0,PM,S009,D668,1,G1,C1,483,533,50,UC,3308,3302,26,4,USD,80,1000456-SMT
121793,,"ROHS,Attention Tape","ROHS,Attention Tape",,EA,120,0,RM,S002,D668,1,G1,C1,266,316,50,UC,3658,3640,51,45,INR,98,1000457-SMT
125880,,"RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS","RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS",,EA,120,0,RM,S010,D655,1,G1,C1,706,756,50,UC,3958,3978,21,28,USD,96,1000456-SMT
121793,,FUJI-FILTER 02,FUJI-FILTER 03,,EA,120,0,RM,S010,D667,1,G1,C1,642,692,50,UC,2661,2663,35,31,USD,95,1000457-SMT
115418,,"RoHS CARTON,SINGLE OUTPUT  PSU","RoHS CARTON,SINGLE OUTPUT  PSU",,EA,120,0,CN,S009,D667,1,G1,C1,453,503,50,UC,2801,2801,2,39,USD,75,1000456-SMT
141663,,"RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS",OTCT-377*192*309MM-200PCS DIMM-Y,,EA,120,0,RM,S003,D666,1,G1,C1,319,369,50,UC,3726,3236,47,28,USD,87,1000456-SMT
112048,,STATIC SHIELDED BAGS OF SIZE 280x220,STATIC SHIELDED BAGS OF SIZE 280x221,,EA,120,0,CN,S010,D666,1,G1,C1,608,658,50,UC,3757,3753,38,44,USD,97,1000457-SMT
111742,,"RoHS PCB BOARD, IQ CONTROLLER","RoHS PCB BOARD, IQ CONTROLLER",,EA,120,0,CN,S008,D654,1,G1,C1,375,425,50,UC,3181,3197,15,3,USD,79,1000457-SMT
119192,,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,,EA,120,0,PM,S001,D666,1,G1,C1,547,597,50,UC,3044,3343,24,10,INR,91,
111742,,"ROHS,Attention Tape","ROHS,Attention Tape",,EA,120,0,PM,S007,D654,1,G1,C1,677,727,50,UC,3875,3878,37,30,USD,100,1000457-SMT
119852,,OTCT-486*377*309MM-500PCS DIMM-Y,OTCT-486*377*309MM-500PCS DIMM-Y,,EA,120,0,PM,S003,D655,1,G1,C1,424,474,50,UC,3271,3259,49,25,INR,82,
137963,,STATIC SHIELDED BAGS OF SIZE 280x220,STATIC SHIELDED BAGS OF SIZE 280x221,,EA,120,0,CN,S009,D666,1,G1,C1,659,709,50,UC,3959,3581,27,30,USD,82,1000457-SMT
139895,,OTCT-325*193*227MM-200PCS SODIMM-Y,OTCT-325*193*227MM-200PCS SODIMM-Y,,EA,120,0,CN,S002,D667,1,G1,C1,743,793,50,UC,3737,3737,44,29,INR,97,1000457-SMT
EII-CNS-OT-0025,,"RoHS,Label, 5 X 2 inch blank","RoHS,Label, 5 X 2 inch blank",,EA,120,0,RM,S006,D666,1,G1,C1,294,344,50,UC,2655,2557,56,6,USD,96,1000457-SMT
119852,,"RoHS,SCM1G8Z41CD8SA-062E","RoHS,SCM1G8Z41CD8SA-062E",,EA,120,0,CN,S007,D655,1,G1,C1,272,322,50,UC,2617,2619,50,55,USD,81,1000456-SMT
103813,,"RoHS,SCM1G8Z41CD8SA-062E","RoHS,SCM1G8Z41CD8SA-062E",,EA,120,0,CN,S006,D655,1,G1,C1,305,355,50,UC,2829,2829,57,50,INR,93,1000456-SMT
1000457,,"RoHS,Label, 4X6 inch","RoHS,Label, 4X6 inch",,EA,120,0,CN,S009,D654,1,G1,C1,464,514,50,UC,2891,2891,48,22,USD,98,1000457-SMT
144905,,"RoHS CARTON,SINGLE OUTPUT  PSU","RoHS CARTON,SINGLE OUTPUT  PSU",,EA,120,0,CN,S003,D666,1,G1,C1,731,781,50,UC,3632,3616,24,24,INR,83,1000456-SMT
138531,,"RoHS,Label, 5 X 2 inch blank","RoHS,Label, 5 X 2 inch blank",,EA,120,0,PM,S006,D667,1,G1,C1,414,464,50,UC,2505,2805,34,34,USD,76,1000457-SMT
138212,,"ROHS,Attention Tape","ROHS,Attention Tape",,EA,120,0,PM,S005,D655,1,G1,C1,544,594,50,UC,3707,2507,39,35,USD,89,
108259,,OTCT-486*377*309MM-500PCS DIMM-Y,OTCT-486*377*309MM-500PCS DIMM-Y,,EA,120,0,PM,S001,D655,1,G1,C1,436,486,50,UC,3094,3074,34,21,INR,85,1000456-SMT
108259,,OTCT-486*377*309MM-500PCS DIMM-Y,OTCT-486*377*309MM-500PCS DIMM-Y,,EA,120,0,RM,S010,D666,1,G1,C1,621,671,50,UC,3819,3881,33,47,INR,97,
1000457,,OTCT-650*478*228MM-1000PCS SODIMM-Y,OTCT-650*478*228MM-1000PCS SODIMM-Y,,EA,120,0,RM,S005,D655,1,G1,C1,686,736,50,UC,3232,3232,12,8,INR,87,1000456-SMT
127229,,OTCT-377*192*309MM-200PCS DIMM-Y,OTCT-377*192*309MM-200PCS DIMM-Y,,EA,120,0,PM,S002,D655,1,G1,C1,381,431,50,UC,3009,3001,59,14,USD,100,1000456-SMT
135722,,OTCT-377*192*309MM-200PCS DIMM-Y,OTCT-377*192*309MM-200PCS DIMM-Y,,EA,120,0,RM,S009,D666,1,G1,C1,546,596,50,UC,3981,3531,32,40,USD,97,1000456-SMT
108259,,"RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS","RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS",,EA,120,0,RM,S004,D655,1,G1,C1,637,687,50,UC,3308,3308,27,5,USD,97,1000457-SMT
145340,,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,,EA,120,0,PM,S008,D655,1,G1,C1,569,619,50,UC,2865,2805,43,14,INR,80,1000457-SMT
102671,,"RoHS CARTON,SINGLE OUTPUT  PSU","RoHS CARTON,SINGLE OUTPUT  PSU",,EA,120,0,CN,S008,D667,1,G1,C1,419,469,50,UC,3266,3262,48,25,INR,99,1000457-SMT
108259,,"RoHS CARTON,SINGLE OUTPUT  PSU","RoHS CARTON,SINGLE OUTPUT  PSU",,EA,120,0,PM,S006,D667,1,G1,C1,628,678,50,UC,2836,2836,53,58,USD,97,1000456-SMT
EII-CNS-OT-0025,,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,,EA,120,0,RM,S008,D655,1,G1,C1,345,395,50,UC,3929,3531,19,54,USD,75,1000456-SMT
105695,,"RoHS,Label, 4X6 inch","RoHS,Label, 4X6 inch",,EA,120,0,RM,S004,D655,1,G1,C1,288,338,50,UC,2908,2932,55,51,USD,77,
108259,,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/","RoHSLabel, 3.5 X 1 inch blank (outer box labels/",,EA,120,0,PM,S007,D667,1,G1,C1,504,554,50,UC,3890,3780,43,10,INR,87,
108259,,"RoHS,Label, 4X6 inch","RoHS,Label, 4X6 inch",,EA,120,0,RM,S008,D666,1,G1,C1,334,384,50,UC,2610,2613,49,55,USD,87,
EII-CNS-OT-0025,,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/","RoHSLabel, 3.5 X 1 inch blank (outer box labels/",,EA,120,0,PM,S005,D668,1,G1,C1,719,769,50,UC,3342,3342,29,19,INR,86,1000456-SMT
108259,,"ROHS,Attention Tape","ROHS,Attention Tape",,EA,120,0,RM,S006,D666,1,G1,C1,472,522,50,UC,3101,3101,12,15,INR,95,1000457-SMT
119852,,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,,EA,120,0,RM,S002,D666,1,G1,C1,258,308,50,UC,3031,3004,31,7,USD,91,1000456-SMT
138872,,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,,EA,120,0,PM,S004,D654,1,G1,C1,658,708,50,UC,2745,2948,2,55,USD,81,1000457-SMT
139713,,OTCT-325*193*227MM-200PCS SODIMM-Y,OTCT-325*193*227MM-200PCS SODIMM-Y,,EA,120,0,CN,S010,D666,1,G1,C1,362,412,50,UC,3949,3959,3,7,INR,95,1000457-SMT
1000457,,"ROHS,Attention Tape","ROHS,Attention Tape",,EA,120,0,CN,S010,D654,1,G1,C1,685,735,50,UC,2566,2532,4,48,USD,89,
133133,,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/","RoHSLabel, 3.5 X 1 inch blank (outer box labels/",,EA,120,0,PM,S008,D655,1,G1,C1,339,389,50,UC,3038,3422,48,15,USD,90,1000457-SMT
137932,,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,,EA,120,0,RM,S004,D666,1,G1,C1,492,542,50,UC,2916,2526,20,11,INR,93,1000457-SMT
100392,,"RoHS,Label, 5 X 2 inch blank","RoHS,Label, 5 X 2 inch blank",,EA,120,0,PM,S008,D654,1,G1,C1,535,585,50,UC,3710,3710,36,19,INR,85,1000457-SMT
138531,,OTCT-377*192*309MM-200PCS DIMM-Y,OTCT-377*192*309MM-200PCS DIMM-Y,,EA,120,0,CN,S010,D654,1,G1,C1,525,575,50,UC,3641,3641,31,5,USD,94,1000456-SMT
102519,,"RoHS,DRAM-1",_RARE_,,EA,120,0,RM,S005,D655,1,G1,C1,347,397,50,UC,3331,3366,11,60,INR,95,1000457-SMT
119192,,"RoHS,Label, 5 X 2 inch blank","RoHS,Label, 5 X 2 inch blank",,EA,120,0,CN,S003,D655,1,G1,C1,370,420,50,UC,2701,2769,14,56,USD,77,1000456-SMT
108259,,OTCT-377*192*309MM-200PCS DIMM-Y,OTCT-377*192*309MM-200PCS DIMM-Y,,EA,120,0,PM,S007,D667,1,G1,C1,655,705,50,UC,3259,3251,3,30,USD,100,
119852,,OTCT-325*193*227MM-200PCS SODIMM-Y,OTCT-325*193*227MM-200PCS SODIMM-Y,,EA,120,0,PM,S006,D668,1,G1,C1,392,442,50,UC,2624,3661,45,2,INR,77,
105581,,"RoHS,Security Tape","RoHS,Security Tape",,EA,120,0,PM,S009,D655,1,G1,C1,654,704,50,UC,3857,3844,2,29,USD,81,1000457-SMT
133133,,OTCT-650*478*228MM-1000PCS SODIMM-Y,OTCT-650*478*228MM-1000PCS SODIMM-Y,,EA,120,0,RM,S003,D654,1,G1,C1,498,548,50,UC,3494,3472,32,50,USD,97,1000456-SMT
108259,,"RoHS,SCM1G8Z41CD8SA-062E","RoHS,SCM1G8Z41CD8SA-062E",,EA,120,0,PM,S010,D667,1,G1,C1,496,546,50,UC,3504,3909,38,24,INR,82,1000456-SMT
1000457,,OTCT-325*193*227MM-200PCS SODIMM-Y,OTCT-325*193*227MM-200PCS SODIMM-Y,,EA,120,0,CN,S007,D654,1,G1,C1,389,439,50,UC,2839,2839,15,24,USD,75,1000456-SMT
121571,,"RoHS PCB BOARD, IQ CONTROLLER","RoHS PCB BOARD, IQ CONTROLLER",,EA,120,0,CN,S001,D667,1,G1,C1,404,454,50,UC,3613,3613,59,43,USD,90,1000456-SMT
108259,,"RoHS,Security Tape","RoHS,Security Tape",,EA,120,0,PM,S004,D655,1,G1,C1,530,580,50,UC,3721,3029,34,43,INR,75,
114717,,"RoHS,Security Tape","RoHS,Security Tape",,EA,120,0,RM,S008,D668,1,G1,C1,351,401,50,UC,3110,3318,39,29,INR,90,1000456-SMT
108259,,"RoHS,Label, 5 X 2 inch blank","RoHS,Label, 5 X 2 inch blank",,EA,120,0,PM,S004,D666,1,G1,C1,635,685,50,UC,2763,2733,36,52,INR,97,1000456-SMT
135677,,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,,EA,120,0,CN,S006,D667,1,G1,C1,300,350,50,UC,2943,2928,16,7,USD,99,1000457-SMT
108259,,"ROHS,Attention Tape","ROHS,Attention Tape",,EA,120,0,RM,S001,D654,1,G1,C1,700,750,50,UC,3612,3613,3,50,INR,93,1000457-SMT
EII-CNS-OT-0008,,"RoHS,Label, 5 X 2 inch blank","RoHS,Label, 5 X 2 inch blank",,EA,120,0,RM,S010,D668,1,G1,C1,635,685,50,UC,3138,3128,58,59,USD,85,
138872,,"RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS","RoHS,DRAM-2",,EA,120,0,RM,S006,D667,1,G1,C1,537,587,50,UC,3799,3799,22,9,INR,99,1000457-SMT
108259,,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/","RoHSLabel, 3.5 X 1 inch blank (outer box labels/",,EA,120,0,PM,S010,D666,1,G1,C1,565,615,50,UC,3398,3390,1,36,INR,82,1000456-SMT
114717,,STATIC SHIELDED BAGS OF SIZE 280x220,STATIC SHIELDED BAGS OF SIZE 280x221,,EA,120,0,RM,S003,D655,1,G1,C1,331,381,50,UC,3546,3536,57,49,USD,78,1000457-SMT
123759,,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,,EA,120,0,CN,S005,D654,1,G1,C1,369,419,50,UC,3412,3013,23,8,USD,76,1000456-SMT
137963,,"RoHS,Label, 5 X 2 inch blank","RoHS,Label, 5 X 2 inch blank",,EA,120,0,CN,S007,D654,1,G1,C1,470,520,50,UC,2927,2521,8,30,USD,98,
138872,,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/","RoHSLabel, 3.5 X 1 inch blank (outer box labels/",,EA,120,0,CN,S004,D666,1,G1,C1,460,510,50,UC,3227,3224,54,35,USD,99,
1000457,,OTCT-650*478*228MM-1000PCS SODIMM-Y,OTCT-650*478*228MM-1000PCS SODIMM-Y,,EA,120,0,CN,S005,D667,1,G1,C1,348,398,50,UC,2689,2697,16,2,INR,81,
102565,,"ROHS,Attention Tape","ROHS,Attention Tape",,EA,120,0,PM,S006,D667,1,G1,C1,749,799,50,UC,3054,3451,3,29,INR,92,1000457-SMT
135383,,OTCT-325*193*227MM-200PCS SODIMM-Y,OTCT-325*193*227MM-200PCS SODIMM-Y,,EA,120,0,RM,S001,D668,1,G1,C1,307,357,50,UC,3449,3449,47,18,USD,89,1000457-SMT
