Entry No_,Journal Batch Name,Line No_,Registering Date,Location Code,Zone Code,Bin Code,Description,Item No_,Quantity,Qty_ (Base),Source Type,Source Subtype,Source No_,Source Line No_,Source Subline No_,Source Document,Source Code,Reason Code,No_ Series,Bin Type Code,Cubage,Weight,Journal Template Name,Whse_ Document No_,Whse_ Document Type,Whse_ Document Line No_,Entry Type,Reference Document,Reference No_,User ID,Variant Code,Qty_ per Unit of Measure,Unit of Measure Code,Serial No_,Lot No_,Warranty Date,Expiration Date,Phys Invt Counting Period Code,Phys Invt Counting Period Type,Dedicated
8516,,10000,23-11-2021,SEZ3,TMG,TMG,"RoHS,Label, 5 X 2 inch blank",119027,175,175,39,1,RM-MIC-0003,3280000,12345,5,PURCHASES,,WR-P,RECEIVE,211,166,,WR-P-E2-0001,1,3180000,1,1,GRN-E2-00190,SHREERESHMI.M,,1,EA,,IDS-21E2-00561,06-12-2026 00:00,27-10-2025 04:07,PC_005,1,1
8517,,10000,08-05-2021,SEZ2,IGS,IGS,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/",131144,0,0,39,1,RM-MIC-0003,4700000,56749,5,PURCHASES,,WR-P,RECEIVE,245,157,,WR-P-E2-0001,1,4700000,1,1,GRN-E2-00285,SHREERESHMI.M,,1,EA,,IDS-21E2-00320,02-09-2026 22:48,08-11-2021 00:00,PC_005,1,1
8518,,10000,29-04-2021,SEZ2,IGS,IGS,OTCT-486*377*309MM-500PCS DIMM-Y,138531,200,200,39,1,RM-MIC-0003,7690000,54673,5,PURCHASES,,WR-P,RECEIVE,106,112,,WR-P-E2-0001,1,2690000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00496,27-08-2026 02:08,23-04-2025 02:16,PC_005,1,1
8519,,10000,26-06-2021,SEZ3,TMG,TMG,"RoHS,Label, 4X6 inch",114167,200,200,39,1,RM-MIC-0003,2710000,12345,5,PURCHASES,,WR-P,RECEIVE,208,138,,WR-P-E2-0001,1,2710000,1,1,GRN-E2-00190,SHREERESHMI.M,,1,EA,,IDS-21E2-00568,22-02-2025 12:10,09-07-2025 09:28,PC_005,1,1
8520,,10000,11-07-2021,SEZ3,TMG,TMG,"RoHS,Security Tape",112048,0,0,39,1,RM-MIC-0003,1730000,56749,5,PURCHASES,,WR-P,RECEIVE,206,113,,WR-P-E2-0001,1,1730000,1,1,GRN-E2-00192,SHREERESHMI.M,,1,EA,,IDS-21E2-00562,11-11-2025 01:39,08-11-2021 00:00,PC_002,1,1
8521,,10000,06-11-2021,SEZ3,TMG,TMG,"RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS",118653,175,175,39,1,RM-MIC-0003,1620000,12346,5,PURCHASES,,WR-P,RECEIVE,151,182,,WR-P-E2-0001,1,1220000,1,1,GRN-E2-00160,SHREERESHMI.M,,1,EA,,IDS-21E2-00564,12-10-2027 12:04,30-06-2027 16:23,PC_003,1,1
8522,,10000,24-05-2021,SEZ3,TMG,TMG,OTCT-486*377*309MM-500PCS DIMM-Y,108259,175,175,39,1,RM-MIC-0003,2930000,12346,5,PURCHASES,,WR-P,RECEIVE,226,186,,WR-P-E2-0001,1,2930000,1,1,GRN-E2-00302,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,14-02-2027 17:10,28-01-2026 00:00,PC_004,1,1
8523,,10000,17-11-2022,SEZ2,IGS,IGS,OTCT-486*377*309MM-500PCS DIMM-Y,108259,175,175,39,1,RM-MIC-0003,7360000,56749,5,PURCHASES,,WR-P,RECEIVE,134,193,,WR-P-E2-0001,1,7960000,1,1,GRN-E2-00189,SHREERESHMI.M,,1,EA,,IDS-21E2-00628,23-04-2027 11:54,22-02-2026 00:00,PC_003,1,1
8524,,10000,23-03-2021,SEZ3,TMG,TMG,"RoHS CARTON,SINGLE OUTPUT  PSU",120958,0,0,39,1,RM-MIC-0003,660000,12346,5,PURCHASES,,WR-P,RECEIVE,122,215,,WR-P-E2-0001,1,660000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00836,21-05-2027 16:58,08-11-2021 00:00,PC_004,1,1
8525,,10000,12-01-2022,SEZ2,IGS,IGS,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,117525,200,200,39,1,RM-MIC-0003,4790000,12346,5,PURCHASES,,WR-P,RECEIVE,242,134,,WR-P-E2-0001,1,4790000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00560,30-09-2027 15:40,14-05-2026 00:03,PC_003,1,1
8526,,10000,26-01-2022,SEZ3,TMG,TMG,"ROHS,Attention Tape",108259,200,200,39,1,RM-MIC-0003,1810000,56749,5,PURCHASES,,WR-P,RECEIVE,175,131,,WR-P-E2-0001,1,1810000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,09-02-2027 14:42,08-11-2021 00:00,PC_003,1,1
8527,,10000,18-03-2021,SEZ3,TMG,TMG,"RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS",EII-CNS-OT-0030,0,0,39,1,RM-MIC-0003,290000,56749,5,PURCHASES,,WR-P,RECEIVE,203,185,,WR-P-E2-0001,1,290000,1,1,GRN-E2-00189,SHREERESHMI.M,,1,EA,,IDS-21E2-00054,09-08-2026 00:00,08-11-2021 00:00,PC_004,1,1
8528,,10000,13-03-2021,SEZ2,IGS,IGS,"RoHS,Label, 5 X 2 inch blank",144768,200,200,39,1,RM-MIC-0003,4020000,12347,5,PURCHASES,,WR-P,RECEIVE,153,250,,WR-P-E2-0001,1,4040000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00054,07-05-2027 18:17,24-07-2025 23:19,PC_004,1,1
8529,,10000,12-12-2021,SEZ2,IGS,IGS,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,1000457,200,200,39,1,RM-MIC-0003,8910000,12346,5,PURCHASES,,WR-P,RECEIVE,149,196,,WR-P-E2-0001,1,8910000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00083,20-03-2026 09:20,22-02-2026 00:00,PC_003,1,1
8530,,10000,04-05-2022,SEZ3,TMG,TMG,"RoHS CARTON,SINGLE OUTPUT  PSU",119192,175,175,39,1,RM-MIC-0003,10440000,12347,5,PURCHASES,,WR-P,RECEIVE,216,226,,WR-P-E2-0001,1,10440000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00114,12-10-2027 12:04,12-07-2026 00:00,PC_004,1,1
8531,,10000,14-09-2022,SEZ2,IGS,IGS,"RoHS CARTON,SINGLE OUTPUT  PSU",135506,250,250,39,1,RM-MIC-0003,6990000,12347,5,PURCHASES,,WR-P,RECEIVE,225,177,,WR-P-E2-0001,1,6990000,1,1,GRN-E2-00285,SHREERESHMI.M,,1,EA,,IDS-21E2-00564,04-09-2026 11:40,08-11-2021 00:00,PC_005,1,1
8532,,10000,23-10-2022,SEZ2,IGS,IGS,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/",137963,250,250,39,1,RM-MIC-0003,100000,12347,5,PURCHASES,,WR-P,RECEIVE,139,225,,WR-P-E2-0001,1,90000,1,1,GRN-E2-00163,SHREERESHMI.M,,1,EA,,IDS-21E2-00820,26-07-2026 08:38,14-05-2026 00:03,PC_004,1,1
8533,,10000,23-08-2021,SEZ2,IGS,IGS,"RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS",119852,0,0,39,1,RM-MIC-0003,9720000,56749,5,PURCHASES,,WR-P,RECEIVE,115,106,,WR-P-E2-0001,1,9720000,1,1,GRN-E2-00142,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,21-03-2026 12:15,22-02-2026 00:00,PC_003,1,1
8534,,10000,02-12-2022,SEZ3,TMG,TMG,"RoHS,SCM1G8Z41CD8SA-062E",108259,0,0,39,1,RM-MIC-0003,7340000,12346,5,PURCHASES,,WR-P,RECEIVE,214,130,,WR-P-E2-0001,1,7340000,1,1,GRN-E2-00416,SHREERESHMI.M,,1,EA,,IDS-21E2-00566,24-04-2025 10:30,22-02-2026 00:00,PC_004,1,1
8535,,10000,17-12-2022,SEZ3,TMG,TMG,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,135506,175,175,39,1,RM-MIC-0003,4420000,12346,5,PURCHASES,,WR-P,RECEIVE,156,229,,WR-P-E2-0001,1,4420000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,05-12-2026 01:57,24-07-2025 23:19,PC_004,1,1
8536,,10000,31-07-2021,SEZ2,IGS,IGS,"RoHS,DRAM-1",149286,200,200,39,1,RM-MIC-0003,10620000,54673,5,PURCHASES,,WR-P,RECEIVE,169,231,,WR-P-E2-0001,1,10620000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00316,12-08-2027 12:54,25-12-2025 09:05,PC_004,1,1
8537,,10000,03-07-2022,SEZ3,TMG,TMG,"ROHS,Attention Tape",111742,0,0,39,1,RM-MIC-0003,2430000,12346,5,PURCHASES,,WR-P,RECEIVE,249,203,,WR-P-E2-0001,1,2450000,1,1,GRN-E2-00413,SHREERESHMI.M,,1,EA,,IDS-21E2-00568,19-08-2027 13:52,29-08-2025 02:09,PC_004,1,1
8538,,10000,08-09-2021,SEZ3,TMG,TMG,"RoHS,SCM1G8Z41CD8SA-062E",131664,250,250,39,1,RM-MIC-0003,560000,12345,5,PURCHASES,,WR-P,RECEIVE,206,181,,WR-P-E2-0001,1,560000,1,1,GRN-E2-00287,SHREERESHMI.M,,1,EA,,IDS-21E2-00056,28-01-2025 02:13,08-02-2026 00:00,PC_003,1,1
8539,,10000,31-03-2021,SEZ2,IGS,IGS,OTCT-650*478*228MM-1000PCS SODIMM-Y,700567-1,0,0,39,1,RM-MIC-0003,5930000,12346,5,PURCHASES,,WR-P,RECEIVE,217,144,,WR-P-E2-0001,1,5930000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00568,20-12-2025 03:58,28-01-2026 00:00,PC_003,1,1
8540,,10000,20-05-2021,SEZ3,TMG,TMG,"RoHS,DRAM-1",119396,0,0,39,1,RM-MIC-0003,7740000,56749,5,PURCHASES,,WR-P,RECEIVE,215,236,,WR-P-E2-0001,1,7740000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00564,03-05-2027 11:42,08-11-2021 00:00,PC_002,1,1
8541,,10000,08-08-2022,SEZ2,IGS,IGS,"RoHS PCB BOARD, IQ CONTROLLER",108259,175,175,39,1,RM-MIC-0003,2280000,12345,5,PURCHASES,,WR-P,RECEIVE,218,220,,WR-P-E2-0001,1,2280000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00626,10-04-2026 05:06,25-05-2025 02:34,PC_002,1,1
8542,,10000,03-03-2021,SEZ2,IGS,IGS,"RoHS CARTON,SINGLE OUTPUT  PSU",147831,0,0,39,1,RM-MIC-0003,7020000,56749,5,PURCHASES,,WR-P,RECEIVE,101,171,,WR-P-E2-0001,1,7020000,1,1,GRN-E2-00142,SHREERESHMI.M,,1,EA,,IDS-21E2-00432,04-05-2027 22:15,08-11-2021 00:00,PC_004,1,1
8543,,10000,07-03-2021,SEZ3,TMG,TMG,"RoHS,DRAM-1",137963,175,175,39,1,RM-MIC-0003,5170000,12345,5,PURCHASES,,WR-P,RECEIVE,164,135,,WR-P-E2-0001,1,5170000,1,1,GRN-E2-00446,SHREERESHMI.M,,1,EA,,IDS-21E2-00566,08-08-2026 04:00,26-12-2027 09:08,PC_005,1,1
8544,,10000,28-05-2022,SEZ2,IGS,IGS,OTCT-377*192*309MM-200PCS DIMM-Y,1000457,200,200,39,1,RM-MIC-0003,1310000,12347,5,PURCHASES,,WR-P,RECEIVE,104,236,,WR-P-E2-0001,1,1310000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00125,04-06-2027 01:41,28-01-2026 00:00,PC_002,1,1
8545,,10000,10-08-2022,SEZ3,TMG,TMG,OTCT-377*192*309MM-200PCS DIMM-Y,138531,0,0,39,1,RM-MIC-0003,750000,54673,5,PURCHASES,,WR-P,RECEIVE,213,237,,WR-P-E2-0001,1,750000,1,1,GRN-E2-00925,SHREERESHMI.M,,1,EA,,IDS-21E2-00324,07-08-2025 08:04,28-01-2026 00:00,PC_005,1,1
8546,,10000,23-07-2022,SEZ3,TMG,TMG,OTCT-486*377*309MM-500PCS DIMM-Y,108259,250,250,39,1,RM-MIC-0003,1700000,54673,5,PURCHASES,,WR-P,RECEIVE,136,113,,WR-P-E2-0001,1,1700000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00368,20-11-2025 19:56,06-08-2025 00:00,PC_003,1,1
8547,,10000,01-06-2021,SEZ3,TMG,TMG,"RoHS,Label, 5 X 2 inch blank",114717,250,250,39,1,RM-MIC-0003,8140000,12346,5,PURCHASES,,WR-P,RECEIVE,162,177,,WR-P-E2-0001,1,8140000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00564,24-03-2025 03:38,28-01-2026 00:00,PC_005,1,1
8548,,10000,27-06-2021,SEZ2,IGS,IGS,"RoHS,Security Tape",138531,250,250,39,1,RM-MIC-0003,9400000,12345,5,PURCHASES,,WR-P,RECEIVE,113,240,,WR-P-E2-0001,1,9400000,1,1,GRN-E2-00205,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,01-02-2027 17:29,08-11-2021 00:00,PC_004,1,1
8549,,10000,19-09-2022,SEZ2,IGS,IGS,"ROHS,Attention Tape",114717,200,200,39,1,RM-MIC-0003,4770000,12347,5,PURCHASES,,WR-P,RECEIVE,169,238,,WR-P-E2-0001,1,4770000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,15-10-2026 16:47,08-11-2021 00:00,PC_002,1,1
8550,,10000,28-10-2022,SEZ3,TMG,TMG,"RoHS CARTON,SINGLE OUTPUT  PSU",144905,250,250,39,1,RM-MIC-0003,740000,54673,5,PURCHASES,,WR-P,RECEIVE,232,202,,WR-P-E2-0001,1,740000,1,1,GRN-E2-00190,SHREERESHMI.M,,1,EA,,IDS-21E2-00564,21-01-2027 20:02,08-11-2021 00:00,PC_004,1,1
8551,,10000,26-01-2022,SEZ2,IGS,IGS,"RoHS,Security Tape",111742,0,0,39,1,RM-MIC-0003,6280000,12346,5,PURCHASES,,WR-P,RECEIVE,124,198,,WR-P-E2-0001,1,6280000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00125,20-12-2026 02:57,08-11-2021 00:00,PC_005,1,1
8552,,10000,08-04-2022,SEZ3,TMG,TMG,OTCT-486*377*309MM-500PCS DIMM-Y,114717,250,250,39,1,RM-MIC-0003,7150000,54673,5,PURCHASES,,WR-P,RECEIVE,157,211,,WR-P-E2-0001,1,7150000,1,1,GRN-E2-00160,SHREERESHMI.M,,1,EA,,IDS-21E2-00372,11-10-2027 06:40,25-05-2025 02:34,PC_004,1,1
8553,,10000,22-03-2021,SEZ3,TMG,TMG,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/",139272,250,250,39,1,RM-MIC-0003,3030000,12346,5,PURCHASES,,WR-P,RECEIVE,120,134,,WR-P-E2-0001,1,3530000,1,1,GRN-E2-00285,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,15-10-2026 08:23,11-08-2023 18:29,PC_005,1,1
8554,,10000,12-02-2021,SEZ2,IGS,IGS,OTCT-325*193*227MM-200PCS SODIMM-Y,EII-CNS-CC-0002,175,175,39,1,RM-MIC-0003,7930000,54673,5,PURCHASES,,WR-P,RECEIVE,174,213,,WR-P-E2-0001,1,7930000,1,1,GRN-E2-00174,SHREERESHMI.M,,1,EA,,IDS-21E2-00564,23-05-2027 16:13,08-11-2021 00:00,PC_002,1,1
8555,,10000,25-03-2022,SEZ3,TMG,TMG,"RoHS,Label, 5 X 2 inch blank",1000457,200,200,39,1,RM-MIC-0003,3870000,54673,5,PURCHASES,,WR-P,RECEIVE,150,210,,WR-P-E2-0001,1,3870000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00560,20-12-2026 01:55,21-10-2026 00:00,PC_002,1,1
8556,,10000,24-07-2022,SEZ2,IGS,IGS,"RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS",119852,175,175,39,1,RM-MIC-0003,5040000,12346,5,PURCHASES,,WR-P,RECEIVE,191,117,,WR-P-E2-0001,1,5040000,1,1,GRN-E2-00414,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,11-04-2027 06:07,08-02-2026 00:00,PC_002,1,1
8557,,10000,15-04-2022,SEZ2,IGS,IGS,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,134072,175,175,39,1,RM-MIC-0003,3070000,12346,5,PURCHASES,,WR-P,RECEIVE,147,188,,WR-P-E2-0001,1,3070000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00080,29-09-2025 15:32,21-10-2026 00:00,PC_003,1,1
8558,,10000,03-03-2021,SEZ2,IGS,IGS,"RoHS,SCM1G8Z41CD8SA-062E",119852,0,0,39,1,RM-MIC-0003,5580000,12346,5,PURCHASES,,WR-P,RECEIVE,199,135,,WR-P-E2-0001,1,5560000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00056,07-09-2026 16:31,08-11-2021 00:00,PC_005,1,1
8559,,10000,15-02-2021,SEZ2,IGS,IGS,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/",145340,250,250,39,1,RM-MIC-0003,8400000,54673,5,PURCHASES,,WR-P,RECEIVE,134,168,,WR-P-E2-0001,1,8400000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,06-07-2026 17:41,11-08-2023 18:29,PC_005,1,1
8560,,10000,01-11-2021,SEZ3,TMG,TMG,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,105581,175,175,39,1,RM-MIC-0003,1600000,12346,5,PURCHASES,,WR-P,RECEIVE,132,189,,WR-P-E2-0001,1,1600000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00368,31-05-2025 02:27,08-11-2021 00:00,PC_005,1,1
8561,,10000,12-09-2022,SEZ2,IGS,IGS,"RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS",114717,175,175,39,1,RM-MIC-0003,8260000,12347,5,PURCHASES,,WR-P,RECEIVE,189,199,,WR-P-E2-0001,1,8260000,1,1,GRN-E2-00959,SHREERESHMI.M,,1,EA,,IDS-21E2-00704,23-04-2025 20:28,21-10-2026 00:00,PC_003,1,1
8562,,10000,21-07-2022,SEZ3,TMG,TMG,STATIC SHIELDED BAGS OF SIZE 280x220,EII-CNS-OT-0025,200,200,39,1,RM-MIC-0003,10630000,12347,5,PURCHASES,,WR-P,RECEIVE,227,227,,WR-P-E2-0001,1,10690000,1,1,GRN-E2-00160,SHREERESHMI.M,,1,EA,,IDS-21E2-00564,16-05-2027 14:49,28-01-2026 00:00,PC_003,1,1
8563,,10000,18-09-2021,SEZ3,TMG,TMG,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/",124914,175,175,39,1,RM-MIC-0003,1550000,12347,5,PURCHASES,,WR-P,RECEIVE,222,170,,WR-P-E2-0001,1,1550000,1,1,GRN-E2-00160,SHREERESHMI.M,,1,EA,,IDS-21E2-00054,02-12-2025 13:24,25-05-2025 02:34,PC_002,1,1
8564,,10000,07-02-2022,SEZ3,TMG,TMG,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,123759,0,0,39,1,RM-MIC-0003,7960000,12346,5,PURCHASES,,WR-P,RECEIVE,105,175,,WR-P-E2-0001,1,7960000,1,1,GRN-E2-00285,SHREERESHMI.M,,1,EA,,IDS-21E2-00321,22-09-2026 15:02,08-11-2021 00:00,PC_005,1,1
8565,,10000,25-09-2021,SEZ3,TMG,TMG,"RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS",132796,0,0,39,1,RM-MIC-0003,4360000,12347,5,PURCHASES,,WR-P,RECEIVE,190,133,,WR-P-E2-0001,1,7320000,1,1,GRN-E2-00190,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,13-10-2027 09:42,08-11-2021 00:00,PC_003,1,1
8566,,10000,29-07-2021,SEZ2,IGS,IGS,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,108259,175,175,39,1,RM-MIC-0003,10820000,56749,5,PURCHASES,,WR-P,RECEIVE,108,183,,WR-P-E2-0001,1,10820000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00564,14-03-2027 23:25,25-12-2025 09:05,PC_005,1,1
8567,,10000,12-05-2022,SEZ2,IGS,IGS,"RoHS PCB BOARD, IQ CONTROLLER",102565,175,175,39,1,RM-MIC-0003,8000000,56749,5,PURCHASES,,WR-P,RECEIVE,169,158,,WR-P-E2-0001,1,8000000,1,1,GRN-E2-00142,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,01-03-2027 01:34,22-02-2026 00:00,PC_002,1,1
8568,,10000,06-05-2021,SEZ2,IGS,IGS,OTCT-377*192*309MM-200PCS DIMM-Y,1000457,0,0,39,1,RM-MIC-0003,6300000,12345,5,PURCHASES,,WR-P,RECEIVE,161,249,,WR-P-E2-0001,1,6100000,1,1,GRN-E2-00160,SHREERESHMI.M,,1,EA,,IDS-21E2-00564,10-11-2025 01:03,21-10-2026 00:00,PC_004,1,1
8569,,10000,17-05-2022,SEZ3,TMG,TMG,_RARE_,145839,200,200,39,1,RM-MIC-0003,3950000,54673,5,PURCHASES,,WR-P,RECEIVE,138,143,,WR-P-E2-0001,1,3930000,1,1,GRN-E2-00198,SHREERESHMI.M,,1,EA,,IDS-21E2-00566,30-03-2026 20:03,08-11-2021 00:00,PC_004,1,1
8570,,10000,16-12-2021,SEZ3,TMG,TMG,"RoHS CARTON,SINGLE OUTPUT  PSU",119852,0,0,39,1,RM-MIC-0003,8690000,12347,5,PURCHASES,,WR-P,RECEIVE,167,164,,WR-P-E2-0001,1,8690000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,07-05-2026 08:40,25-09-2025 00:00,PC_004,1,1
8571,,10000,18-11-2022,SEZ2,IGS,IGS,"RoHS PCB BOARD, IQ CONTROLLER",133133,0,0,39,1,RM-MIC-0003,440000,12346,5,PURCHASES,,WR-P,RECEIVE,216,127,,WR-P-E2-0001,1,440000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00320,22-06-2027 22:48,22-02-2026 00:00,PC_003,1,1
8572,,10000,26-06-2021,SEZ3,TMG,TMG,OTCT-486*377*309MM-500PCS DIMM-Y,133133,250,250,39,1,RM-MIC-0003,1290000,54673,5,PURCHASES,,WR-P,RECEIVE,238,113,,WR-P-E2-0001,1,1690000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00816,05-07-2027 19:51,28-01-2026 00:00,PC_005,1,1
8573,,10000,06-05-2022,SEZ3,TMG,TMG,"RoHS,Label, 5 X 2 inch blank",137963,250,250,39,1,RM-MIC-0003,10280000,54673,5,PURCHASES,,WR-P,RECEIVE,122,187,,WR-P-E2-0001,1,10180000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00125,16-07-2027 13:07,08-11-2021 00:00,PC_004,1,1
8574,,10000,12-11-2021,SEZ2,IGS,IGS,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,1000457,0,0,39,1,RM-MIC-0003,10740000,56749,5,PURCHASES,,WR-P,RECEIVE,240,163,,WR-P-E2-0001,1,10740000,1,1,GRN-E2-00176,SHREERESHMI.M,,1,EA,,IDS-21E2-00816,22-01-2026 00:36,22-02-2026 00:00,PC_005,1,1
8575,,10000,15-01-2022,SEZ2,IGS,IGS,OTCT-377*192*309MM-200PCS DIMM-Y,108849,175,175,39,1,RM-MIC-0003,5560000,54673,5,PURCHASES,,WR-P,RECEIVE,165,168,,WR-P-E2-0001,1,5560000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00332,01-04-2027 11:59,07-02-2026 00:00,PC_003,1,1
8576,,10000,02-05-2021,SEZ2,IGS,IGS,OTCT-486*377*309MM-500PCS DIMM-Y,1000457,250,250,39,1,RM-MIC-0003,3220000,56749,5,PURCHASES,,WR-P,RECEIVE,225,249,,WR-P-E2-0001,1,3220000,1,1,GRN-E2-00288,SHREERESHMI.M,,1,EA,,IDS-21E2-00086,30-11-2026 13:02,08-02-2026 00:00,PC_003,1,1
8577,,10000,04-06-2022,SEZ3,TMG,TMG,OTCT-377*192*309MM-200PCS DIMM-Y,119852,200,200,39,1,RM-MIC-0003,10360000,12346,5,PURCHASES,,WR-P,RECEIVE,107,164,,WR-P-E2-0001,1,10380000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00690,16-04-2025 18:35,08-11-2021 00:00,PC_003,1,1
8578,,10000,27-10-2021,SEZ3,TMG,TMG,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/",108259,250,250,39,1,RM-MIC-0003,6850000,12346,5,PURCHASES,,WR-P,RECEIVE,122,117,,WR-P-E2-0001,1,6850000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00125,24-03-2027 08:42,08-11-2021 00:00,PC_004,1,1
8579,,10000,19-01-2022,SEZ3,TMG,TMG,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,102565,200,200,39,1,RM-MIC-0003,7840000,56749,5,PURCHASES,,WR-P,RECEIVE,193,218,,WR-P-E2-0001,1,7840000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,13-08-2027 21:12,08-11-2021 00:00,PC_003,1,1
8580,,10000,19-12-2021,SEZ2,IGS,IGS,FUJI-FILTER 02,111742,250,250,39,1,RM-MIC-0003,8290000,54673,5,PURCHASES,,WR-P,RECEIVE,142,199,,WR-P-E2-0001,1,8290000,1,1,GRN-E2-00192,SHREERESHMI.M,,1,EA,,IDS-21E2-00083,13-09-2025 00:08,08-11-2021 00:00,PC_004,1,1
8581,,10000,06-09-2021,SEZ3,TMG,TMG,"RoHS CARTON,SINGLE OUTPUT  PSU",102565,175,175,39,1,RM-MIC-0003,7110000,12345,5,PURCHASES,,WR-P,RECEIVE,153,168,,WR-P-E2-0001,1,7110000,1,1,GRN-E2-00287,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,11-08-2027 06:04,25-05-2025 02:34,PC_003,1,1
8582,,10000,18-02-2022,SEZ3,TMG,TMG,"ROHS,Attention Tape",105695,175,175,39,1,RM-MIC-0003,2280000,54673,5,PURCHASES,,WR-P,RECEIVE,143,138,,WR-P-E2-0001,1,2270000,1,1,GRN-E2-00190,SHREERESHMI.M,,1,EA,,IDS-21E2-01072,16-09-2026 12:02,06-12-2026 03:55,PC_005,1,1
8583,,10000,24-11-2021,SEZ3,TMG,TMG,"ROHS,Attention Tape",1000457,175,175,39,1,RM-MIC-0003,2330000,56749,5,PURCHASES,,WR-P,RECEIVE,154,144,,WR-P-E2-0001,1,2330000,1,1,GRN-E2-00446,SHREERESHMI.M,,1,EA,,IDS-21E2-00628,16-02-2027 18:00,06-04-2023 01:33,PC_004,1,1
